cnt,pos,speed,Dir,Force,
1,3.21481,1.734,-1,7
2,3.21653,1.721,-1,7
3,3.21829,1.760,-1,7
4,3.22007,1.778,-1,7
5,3.22182,1.752,-1,7
6,3.22359,1.769,-1,7
7,3.22536,1.769,-1,7
8,3.22714,1.782,-1,7
9,3.22892,1.786,-1,7
10,3.23072,1.795,-1,7
11,3.23251,1.790,-1,7
12,3.23432,1.808,-1,7
13,3.23612,1.799,-1,7
14,3.23793,1.812,-1,7
15,3.23973,1.803,-1,7
16,3.24337,1.825,-1,7
17,3.24521,1.842,-1,7
18,3.24705,1.838,-1,7
19,3.24889,1.838,-1,7
20,3.25074,1.847,-1,7
21,3.25258,1.838,-1,7
22,3.25441,1.838,-1,7
23,3.25625,1.838,-1,7
24,3.25810,1.847,-1,7
25,3.25996,1.859,-1,7
26,3.26181,1.855,-1,7
27,3.26368,1.872,-1,7
28,3.26556,1.877,-1,7
29,3.26744,1.877,-1,7
30,3.26929,1.885,-1,7
31,3.27118,1.877,-1,7
32,3.27495,1.894,-1,7
33,3.27495,1.881,-1,7
34,3.27871,1.881,-1,7
35,3.28061,1.894,-1,7
36,3.28251,1.903,-1,7
37,3.28440,1.894,-1,7
38,3.28631,1.911,-1,7
39,3.28824,1.929,-1,7
40,3.29016,1.920,-1,7
41,3.29210,1.941,-1,7
42,3.29402,1.920,-1,7
43,3.29595,1.929,-1,7
44,3.29788,1.933,-1,7
45,3.29983,1.946,-1,7
46,3.30177,1.941,-1,7
47,3.30373,1.954,-1,7
48,3.30568,1.954,-1,7
49,3.30764,1.963,-1,7
50,3.30961,1.972,-1,7
51,3.31160,1.980,-1,7
52,3.31357,1.972,-1,7
53,3.31751,1.985,-1,7
54,3.31951,1.998,-1,7
55,3.32150,1.989,-1,7
56,3.32350,1.998,-1,7
57,3.32550,1.998,-1,7
58,3.32748,1.985,-1,7
59,3.32946,1.985,-1,7
60,3.33147,2.006,-1,7
61,3.33349,2.015,-1,7
62,3.33549,2.006,-1,7
63,3.33752,2.028,-1,7
64,3.33954,2.019,-1,7
65,3.34156,2.019,-1,7
66,3.34358,2.019,-1,7
67,3.34559,2.015,-1,7
68,3.34761,2.019,-1,7
69,3.35163,2.019,-1,7
70,3.35364,2.010,-1,7
71,3.35567,2.032,-1,7
72,3.35772,2.041,-1,7
73,3.35970,1.989,-1,7
74,3.36174,2.041,-1,7
75,3.36378,2.032,-1,7
76,3.36581,2.036,-1,7
77,3.36783,2.019,-1,7
78,3.36983,2.002,-1,7
79,3.37187,2.032,-1,7
80,3.37389,2.019,-1,7
81,3.37590,2.019,-1,7
82,3.37793,2.023,-1,7
83,3.37993,2.006,-1,7
84,3.38395,2.015,-1,7
85,3.38598,2.023,-1,7
86,3.38800,2.023,-1,7
87,3.39000,2.002,-1,7
88,3.39201,2.010,-1,7
89,3.39400,1.989,-1,7
90,3.39600,1.998,-1,7
91,3.39799,1.989,-1,7
92,3.39999,2.002,-1,7
93,3.40199,1.998,-1,7
94,3.40400,2.015,-1,7
95,3.40599,1.989,-1,7
96,3.40799,1.993,-1,7
97,3.40998,1.998,-1,7
98,3.41197,1.989,-1,7
99,3.41597,1.989,-1,7
100,3.41796,1.993,-1,7
101,3.41995,1.985,-1,7
102,3.42194,1.989,-1,7
103,3.42392,1.980,-1,7
104,3.42590,1.980,-1,7
105,3.42789,1.993,-1,7
106,3.42989,2.002,-1,7
107,3.43187,1.972,-1,7
108,3.43386,1.993,-1,7
109,3.43584,1.980,-1,7
110,3.43781,1.976,-1,7
111,3.43979,1.976,-1,7
112,3.44176,1.967,-1,7
113,3.44373,1.972,-1,7
114,3.44570,1.967,-1,7
115,3.44766,1.963,-1,7
116,3.44963,1.972,-1,7
117,3.45161,1.976,-1,7
118,3.45357,1.959,-1,7
119,3.45555,1.980,-1,7
120,3.45751,1.967,-1,7
121,3.45949,1.976,-1,7
122,3.46145,1.946,-1,7
123,3.46534,1.950,-1,7
124,3.46731,1.967,-1,7
125,3.46926,1.950,-1,7
126,3.47123,1.972,-1,7
127,3.47319,1.959,-1,7
128,3.47515,1.959,-1,7
129,3.47710,1.946,-1,7
130,3.47906,1.963,-1,7
131,3.48101,1.946,-1,7
132,3.48296,1.950,-1,7
133,3.48491,1.954,-1,7
134,3.48687,1.959,-1,7
135,3.48882,1.950,-1,7
136,3.49271,1.946,-1,7
137,3.49468,1.967,-1,7
138,3.49661,1.924,-1,7
139,3.49856,1.950,-1,7
140,3.50051,1.950,-1,7
141,3.50249,1.985,-1,7
142,3.50442,1.929,-1,7
143,3.50637,1.946,-1,7
144,3.50833,1.963,-1,7
145,3.51028,1.950,-1,7
146,3.51224,1.959,-1,7
147,3.51417,1.933,-1,7
148,3.51611,1.937,-1,7
149,3.51806,1.950,-1,7
150,3.52000,1.941,-1,7
151,3.52196,1.963,-1,7
152,3.52389,1.946,-1,7
153,3.52584,1.946,-1,7
154,3.52974,1.950,-1,7
155,3.52974,1.950,-1,7
156,3.53363,1.950,-1,7
157,3.53363,1.920,-1,7
158,3.53748,1.933,-1,7
159,3.53940,1.920,-1,7
160,3.54133,1.933,-1,7
161,3.54327,1.933,-1,7
162,3.54519,1.920,-1,7
163,3.54712,1.933,-1,7
164,3.54903,1.916,-1,7
165,3.55094,1.907,-1,7
166,3.55284,1.903,-1,7
167,3.55475,1.903,-1,7
168,3.55665,1.903,-1,7
169,3.55855,1.903,-1,7
170,3.56044,1.885,-1,7
171,3.56233,1.894,-1,7
172,3.56421,1.881,-1,7
173,3.56608,1.864,-1,7
174,3.56796,1.885,-1,7
175,3.57171,1.881,-1,7
176,3.57357,1.859,-1,7
177,3.57542,1.851,-1,7
178,3.57726,1.838,-1,7
179,3.57912,1.859,-1,7
180,3.58094,1.821,-1,7
181,3.58277,1.829,-1,7
182,3.58459,1.825,-1,7
183,3.58641,1.821,-1,7
184,3.58821,1.799,-1,7
185,3.59003,1.816,-1,7
186,3.59181,1.786,-1,7
187,3.59359,1.778,-1,7
188,3.59538,1.786,-1,7
189,3.59891,1.760,-1,7
190,3.60067,1.765,-1,7
191,3.60242,1.747,-1,7
192,3.60418,1.756,-1,7
193,3.60591,1.730,-1,7
194,3.60763,1.721,-1,7
195,3.60934,1.717,-1,7
196,3.61105,1.704,-1,7
197,3.61275,1.704,-1,7
198,3.61446,1.704,-1,7
199,3.61785,1.691,-1,7
