cnt,pos,speed,Dir,Force,
1,6.01598,1.648,-1,5
2,6.01759,1.614,-1,5
3,6.01920,1.609,-1,5
4,6.02080,1.601,-1,5
5,6.02240,1.596,-1,5
6,6.02397,1.575,-1,5
7,6.02555,1.579,-1,5
8,6.02711,1.562,-1,5
9,6.02865,1.536,-1,5
10,6.03021,1.566,-1,5
11,6.03175,1.536,-1,5
12,6.03326,1.514,-1,5
13,6.03476,1.493,-1,5
14,6.03628,1.523,-1,5
15,6.03778,1.506,-1,5
16,6.03928,1.497,-1,5
17,6.04074,1.454,-1,5
18,6.04221,1.480,-1,5
19,6.04367,1.458,-1,5
20,6.04511,1.441,-1,5
21,6.04654,1.424,-1,5
22,6.04796,1.424,-1,5
23,6.04938,1.415,-1,5
24,6.05078,1.402,-1,5
25,6.05217,1.394,-1,5
26,6.05356,1.389,-1,5
27,6.05494,1.381,-1,5
28,6.05630,1.372,-1,5
29,6.05767,1.372,-1,5
30,6.06037,1.324,-1,5
31,6.06037,1.324,-1,5
32,6.06169,1.316,-1,5
33,6.06431,1.307,-1,5
34,6.06562,1.312,-1,5
35,6.06690,1.277,-1,5
36,6.06820,1.303,-1,5
37,6.06949,1.290,-1,5
38,6.07075,1.251,-1,5
39,6.07202,1.273,-1,5
40,6.07327,1.251,-1,5
41,6.07452,1.247,-1,5
42,6.07575,1.234,-1,5
43,6.07819,1.208,-1,5
44,6.07943,1.243,-1,5
45,6.08063,1.199,-1,5
46,6.08186,1.234,-1,5
47,6.08305,1.182,-1,5
48,6.08425,1.199,-1,5
49,6.08541,1.165,-1,5
50,6.08657,1.161,-1,5
51,6.08775,1.178,-1,5
52,6.08889,1.139,-1,5
53,6.09006,1.169,-1,5
54,6.09120,1.148,-1,5
55,6.09234,1.139,-1,5
56,6.09346,1.122,-1,5
57,6.09461,1.148,-1,5
58,6.09572,1.104,-1,5
59,6.09685,1.130,-1,5
60,6.09796,1.109,-1,5
61,6.09906,1.109,-1,5
62,6.10017,1.109,-1,5
63,6.10126,1.083,-1,5
64,6.10236,1.104,-1,5
65,6.10344,1.083,-1,5
66,6.10454,1.096,-1,5
67,6.10560,1.061,-1,5
68,6.10667,1.070,-1,5
69,6.10772,1.053,-1,5
70,6.10880,1.074,-1,5
71,6.10985,1.048,-1,5
72,6.11092,1.070,-1,5
73,6.11198,1.061,-1,5
74,6.11303,1.053,-1,5
75,6.11408,1.053,-1,5
76,6.11511,1.027,-1,5
77,6.11617,1.057,-1,5
78,6.11720,1.035,-1,5
79,6.11825,1.044,-1,5
80,6.11926,1.018,-1,5
81,6.12030,1.031,-1,5
82,6.12130,1.010,-1,5
83,6.12233,1.027,-1,5
84,6.12335,1.018,-1,5
85,6.12439,1.035,-1,5
86,6.12540,1.014,-1,5
87,6.12642,1.022,-1,5
88,6.12744,1.018,-1,5
89,6.12845,1.014,-1,5
90,6.12947,1.014,-1,5
91,6.13048,1.010,-1,5
92,6.13148,1.005,-1,5
93,6.13249,1.005,-1,5
94,6.13350,1.010,-1,5
95,6.13450,1.005,-1,5
96,6.13550,0.997,-1,5
97,6.13649,0.992,-1,5
98,6.13849,1.001,-1,5
99,6.13947,0.975,-1,5
100,6.14047,0.997,-1,5
101,6.14145,0.984,-1,5
102,6.14245,0.997,-1,5
103,6.14342,0.975,-1,5
104,6.14441,0.988,-1,5
105,6.14541,1.001,-1,5
106,6.14639,0.984,-1,5
107,6.14738,0.984,-1,5
108,6.14837,0.992,-1,5
109,6.14936,0.988,-1,5
110,6.15034,0.988,-1,5
111,6.15134,0.992,-1,5
112,6.15331,0.975,-1,5
113,6.15433,1.014,-1,5
114,6.15532,0.992,-1,5
115,6.15632,1.005,-1,5
116,6.15732,0.992,-1,5
117,6.15832,1.005,-1,5
118,6.15933,1.010,-1,5
119,6.16033,1.001,-1,5
120,6.16135,1.018,-1,5
121,6.16234,0.992,-1,5
122,6.16337,1.010,-1,5
123,6.16438,1.010,-1,5
124,6.16540,1.018,-1,5
125,6.16643,1.031,-1,5
126,6.16745,1.022,-1,5
127,6.16850,1.053,-1,5
128,6.16954,1.040,-1,5
129,6.17061,1.061,-1,5
130,6.17165,1.044,-1,5
131,6.17272,1.070,-1,5
132,6.17377,1.053,-1,5
133,6.17485,1.079,-1,5
134,6.17594,1.092,-1,5
135,6.17702,1.083,-1,5
136,6.17814,1.117,-1,5
137,6.17923,1.092,-1,5
138,6.18036,1.126,-1,5
139,6.18146,1.100,-1,5
140,6.18260,1.139,-1,5
141,6.18374,1.139,-1,5
142,6.18489,1.148,-1,5
143,6.18605,1.165,-1,5
144,6.18719,1.139,-1,5
145,6.18836,1.173,-1,5
